label,kecamatan,wo_value,lat,lon
0,SORKAM BARAT,6,213940.69690870907,455388.0788288944
0,SUKABANGUN,14,159844.69690870907,490532.0788288944
0,SUKABANGUN,13,161460.69690870907,487316.0788288944
0,SUKABANGUN,14,162148.69690870907,488012.0788288944
0,SUKABANGUN,12,161804.69690870907,490772.0788288944
0,SUKABANGUN,83,164860.69690870907,489604.0788288944
0,SUKABANGUN,13,160196.69690870907,491900.0788288944
0,SUKABANGUN,142,164596.69690870907,488588.0788288944
0,SUKABANGUN,29,166748.69690870907,488636.0788288944
0,SUKABANGUN,17,160100.69690870907,493844.0788288944
0,SUKABANGUN,13,160916.69690870907,492908.0788288944
0,SUKABANGUN,11,161916.69690870907,489132.0788288944
0,SUKABANGUN,10,161892.69690870907,489380.0788288944
0,SUKABANGUN,11,160452.69690870907,487316.0788288944
0,SUKABANGUN,36,164556.69690870907,489732.0788288944
0,SUKABANGUN,13,169812.69690870907,488036.0788288944
0,SUKABANGUN,12,162940.69690870907,490876.0788288944
0,SUKABANGUN,17,162364.69690870907,495596.0788288944
0,SUKABANGUN,13,160924.69690870907,489844.0788288944
0,SUKABANGUN,7,169796.69690870907,487972.0788288944
0,SUKABANGUN,14,160644.69690870907,492476.0788288944
0,SUKABANGUN,6,168876.69690870907,488852.0788288944
0,SUKABANGUN,18,160612.69690870907,495092.0788288944
0,SUKABANGUN,16,160028.69690870907,493780.0788288944
0,SUKABANGUN,23,161316.69690870907,497436.0788288944
0,SUKABANGUN,15,161124.69690870907,487012.0788288944
0,lainnya,37,211076.69690870907,458396.0788288944
0,lainnya,10,243164.69690870907,411924.0788288944
0,lainnya,834,224548.69690870907,444116.0788288944
0,lainnya,662,181420.69690870907,492628.0788288944
0,lainnya,24,164700.69690870907,498628.0788288944
0,lainnya,7,199412.69690870907,460924.0788288944
0,lainnya,473,195460.69690870907,482076.0788288944
0,lainnya,10,200876.69690870907,460060.0788288944
0,lainnya,91,170540.69690870907,496348.0788288944
0,lainnya,25,243748.69690870907,409300.0788288944
0,lainnya,341,231924.69690870907,443956.0788288944
0,lainnya,683,195612.69690870907,484444.0788288944
0,lainnya,153,250796.69690870907,414588.0788288944
0,lainnya,235,173572.69690870907,501132.0788288944
0,lainnya,141,169932.69690870907,471652.0788288944
0,lainnya,12,163172.69690870907,489060.0788288944
0,lainnya,578,194092.69690870907,484580.0788288944
0,lainnya,12,160236.69690870907,490580.0788288944
0,lainnya,484,201220.69690870907,479996.0788288944
0,lainnya,767,180948.69690870907,498116.0788288944
0,lainnya,574,179364.69690870907,497484.0788288944
0,lainnya,31,241700.69690870907,412868.0788288944
0,lainnya,309,183580.69690870907,490884.0788288944
0,lainnya,36,226308.69690870907,436268.0788288944
0,lainnya,55,225388.69690870907,437668.0788288944
0,lainnya,757,183084.69690870907,496764.0788288944
0,lainnya,3,169996.69690870907,475260.0788288944
0,lainnya,691,225684.69690870907,451188.0788288944
0,lainnya,43,223540.69690870907,438220.0788288944
0,lainnya,171,219108.69690870907,462564.0788288944
0,lainnya,9,242052.69690870907,412340.0788288944
0,lainnya,1,168532.69690870907,474500.0788288944
0,lainnya,595,222252.69690870907,451580.0788288944
0,lainnya,396,193220.69690870907,484452.0788288944
0,lainnya,57,207500.69690870907,465308.0788288944
0,lainnya,217,212580.69690870907,464108.0788288944
0,lainnya,374,203180.69690870907,477428.0788288944
0,lainnya,747,187956.69690870907,494444.0788288944
0,lainnya,3,230060.69690870907,418468.0788288944
0,lainnya,33,228644.69690870907,430620.0788288944
0,lainnya,191,178508.69690870907,489148.0788288944
0,lainnya,5,206428.69690870907,454908.0788288944
0,lainnya,1,226364.69690870907,429244.0788288944
0,lainnya,19,219004.69690870907,455532.0788288944
0,lainnya,165,177228.69690870907,490156.0788288944
0,lainnya,0,176508.69690870907,480036.0788288944
0,lainnya,296,179332.69690870907,494956.0788288944
0,lainnya,154,248636.69690870907,415324.0788288944
0,lainnya,859,179420.69690870907,499484.0788288944
0,lainnya,510,185276.69690870907,490620.0788288944
0,lainnya,71,238468.69690870907,423628.0788288944
0,lainnya,1,167212.69690870907,475876.0788288944
0,lainnya,3,206460.69690870907,453644.0788288944
0,lainnya,5,209044.69690870907,458740.0788288944
0,lainnya,3,168764.69690870907,474060.0788288944
0,lainnya,-1,205268.69690870907,459060.0788288944
0,lainnya,5,237364.69690870907,410964.0788288944
0,lainnya,142,221724.69690870907,442916.0788288944
0,lainnya,402,183004.69690870907,492764.0788288944
0,lainnya,233,217148.69690870907,464828.0788288944
0,lainnya,67,219428.69690870907,460196.0788288944
0,lainnya,14,232380.69690870907,421420.0788288944
0,lainnya,165,181108.69690870907,442812.0788288944
0,lainnya,77,234860.69690870907,427916.0788288944
0,lainnya,136,218676.69690870907,463420.0788288944
0,lainnya,255,217892.69690870907,461356.0788288944
0,lainnya,231,180652.69690870907,450932.0788288944
0,lainnya,289,189348.69690870907,484716.0788288944
0,lainnya,10,162004.69690870907,491340.0788288944
0,lainnya,695,196468.69690870907,481260.0788288944
0,lainnya,7,200156.69690870907,460188.0788288944
0,lainnya,561,187812.69690870907,490668.0788288944
0,lainnya,65,165844.69690870907,491844.0788288944
0,lainnya,4,160172.69690870907,479508.0788288944
0,lainnya,4,242492.69690870907,406140.0788288944
0,lainnya,10,167636.69690870907,488652.0788288944
0,lainnya,360,211604.69690870907,474420.0788288944
0,lainnya,980,229100.69690870907,455076.0788288944
0,lainnya,802,180316.69690870907,499212.0788288944
